date,open,high,low,close,volume,target
2022-01-01,109.89,117.61,108.9,116.05,35823.44,0.9662214562688496
2022-01-02,116.06,116.58,110.69,112.13,25030.03,0.9428342102916258
2022-01-03,112.13,113.37,105.0,105.72,57427.06,0.9982973893303065
2022-01-04,105.81,109.29,102.51,105.54,74267.42,0.890562819783968
2022-01-05,105.54,106.61,90.55,93.99,96721.13,0.9428662623683371
2022-01-06,93.81,97.1,85.04,88.62,94868.19,0.9950349808169714
2022-01-07,88.6,91.73,85.65,88.18,80946.24,0.9598548423678838
2022-01-08,88.11,89.59,79.24,84.64,84605.25,1.0637996219281665
2022-01-09,84.75,91.92,83.3,90.04,82727.1,0.9552421146157264
2022-01-10,89.86,90.07,80.34,86.01,94888.16,1.0573189164050691
2022-01-11,86.07,91.0,84.56,90.94,59087.83,1.0301297558829998
2022-01-12,90.88,97.0,89.93,93.68,85337.11,0.9727796754910332
2022-01-13,93.7,97.28,88.66,91.13,65586.91,0.9939646658619555
2022-01-14,91.13,94.63,87.16,90.58,43240.88,1.015235151247516
2022-01-15,90.52,94.5,89.53,91.96,40620.66,0.9698782079164855
2022-01-16,91.94,95.01,88.38,89.19,52515.02,0.9643457786747394
2022-01-17,89.21,89.84,85.38,86.01,35798.05,0.9832577607254969
2022-01-18,86.13,87.18,83.74,84.57,33123.82,0.9957431713373537
2022-01-19,84.75,85.52,81.13,84.21,36741.14,0.902386889918062
2022-01-20,84.21,87.81,74.03,75.99,66562.97,0.8291880510593499
2022-01-21,75.98,77.09,62.88,63.01,86437.09,0.9817489287414697
2022-01-22,63.23,63.69,53.0,61.86,112013.72,0.9972518590365341
2022-01-23,61.75,66.83,60.42,61.69,90388.65,1.0165342843248502
2022-01-24,61.68,64.24,53.5,62.71,114147.94,1.0998245893796843
2022-01-25,62.72,70.58,61.68,68.97,75260.91,0.9048861823981441
2022-01-26,68.77,73.61,61.25,62.41,91668.25,1.049190834802115
2022-01-27,62.39,67.99,61.2,65.48,46404.77,1.049328039095907
2022-01-28,65.6,68.74,61.79,68.71,40613.0,1.0394411293843693
2022-01-29,68.72,73.67,68.32,71.42,64840.78,0.9112293475217026
2022-01-30,71.37,72.4,64.3,65.08,39619.98,1.0685310387215736
2022-01-31,65.1,71.58,64.55,69.54,61225.7,1.0507621512798389
2022-02-01,69.52,74.97,68.54,73.07,71561.07,0.937457232790475
2022-02-02,73.12,74.51,67.25,68.5,54404.87,1.0188321167883212
2022-02-03,68.36,70.05,65.03,69.79,38823.07,1.1465826049577301
2022-02-04,69.99,80.7,69.57,80.02,74858.65,0.9730067483129218
2022-02-05,80.06,80.98,75.0,77.86,36016.85,1.059208836372977
2022-02-06,77.8,82.7,74.24,82.47,40107.5,1.1042803443676488
2022-02-07,82.58,93.14,81.08,91.07,74633.77,0.9589326891402219
2022-02-08,91.08,92.61,82.86,87.33,93729.29,1.026680407649147
2022-02-09,87.23,92.11,87.23,89.66,54094.99,0.9833816640642428
2022-02-10,89.41,95.15,85.11,88.17,92053.02,0.9267324486786888
2022-02-11,88.17,91.55,79.64,81.71,81825.92,1.012605556235467
2022-02-12,81.72,84.8,78.8,82.74,49236.53,0.9383611312545324
2022-02-13,82.61,83.33,76.17,77.64,41022.53,1.0855229263266357
2022-02-14,77.51,85.04,77.31,84.28,57375.28,1.1172282866635026
2022-02-15,84.23,94.68,84.09,94.16,93349.41,1.000424808836024
2022-02-16,94.26,98.79,91.48,94.2,101255.54,0.94723991507431
2022-02-17,94.23,95.34,86.21,89.23,67975.7,0.947887481788636
2022-02-18,89.12,89.71,82.43,84.58,74442.73,0.9654764719791913
2022-02-19,84.71,86.37,80.93,81.66,53660.09,0.9889786921381338
2022-02-20,81.73,81.92,76.58,80.76,63222.78,0.8528974739970281
2022-02-21,80.68,82.72,67.2,68.88,111274.86,1.1043844367015099
2022-02-22,68.76,76.91,68.53,76.07,98370.72,0.8716971210726963
2022-02-23,76.18,82.51,65.0,66.31,146880.03,1.1349721007389535
2022-02-24,66.37,79.98,64.53,75.26,156276.14,1.0548764283816103
2022-02-25,75.49,83.93,72.73,79.39,132091.0,0.9841289834991812
2022-02-26,79.38,84.99,77.14,78.13,89216.99,0.9347241776526303
2022-02-27,78.11,82.38,72.57,73.03,103210.22,1.1892372997398328
2022-02-28,73.12,89.72,71.66,86.85,174277.72,1.0138169257340242
2022-03-01,86.96,90.89,83.61,88.05,110957.3,0.9341283361726292
2022-03-02,88.09,88.09,81.0,82.25,107151.68,0.9383586626139818
2022-03-03,82.25,83.79,75.0,77.18,111535.26,0.9765483285825343
2022-03-04,77.21,82.23,73.32,75.37,122027.29,1.0070319755871036
2022-03-05,75.38,78.7,74.88,75.9,43794.4,0.9470355731225295
2022-03-06,75.82,76.51,70.36,71.88,55378.83,1.0070951585976629
2022-03-07,71.94,76.53,70.53,72.39,78636.68,1.0819173919049592
